station_id,count,min,max,span_days,median_gap_days
200118084590001,4,2016-01-07,2017-01-07,366,72.0
200118084590002,119,1994-04-01,2023-11-10,10815,84.5
200130075474001,2,2010-01-05,2010-05-15,130,130.0
200150085054801,119,1994-04-01,2023-11-10,10815,84.5
200230086043001,29,2014-04-17,2023-01-10,3190,90.5
200236085544001,1,2017-04-17,2017-04-17,0,
200255085494501,88,1994-04-01,2015-01-07,7586,72.0
200300075535601,107,1994-01-05,2023-01-12,10599,91.5
200300076590001,28,2013-11-05,2023-01-09,3352,92.0
200300077160002,6,2012-11-05,2015-11-05,1095,304.0
200327084144202,56,1994-04-01,2007-01-07,4664,72.0
200355080000501,112,1994-01-12,2023-05-10,10710,91.0
200401086141601,30,1994-04-01,2017-11-07,8621,92.0
200410073315001,75,2001-01-05,2023-01-26,8056,102.0
200415074053001,111,1994-01-17,2023-05-10,10705,92.0
200426084361201,21,2016-08-27,2023-08-31,2560,90.5
200430073364501,104,1994-01-11,2023-05-10,10711,94.0
200430082221501,65,1994-05-01,2012-11-05,6763,97.0
200431085142301,12,2020-01-10,2023-11-10,1400,71.0
200451085495601,34,2014-01-07,2023-01-10,3290,97.0
200519085481001,15,2013-01-07,2017-01-07,1461,72.0
200520081354001,52,2007-05-15,2023-01-04,5713,97.0
200539084153701,2,2023-01-10,2023-04-30,110,110.0
200550082385201,58,1994-08-01,2012-01-07,6368,84.0
200600076540001,105,1994-01-18,2022-11-30,10543,92.0
200608082354501,85,1994-04-01,2017-04-17,8417,84.5
200615073003001,109,1994-01-12,2022-11-30,10549,91.5
200617085050101,11,2014-11-07,2017-04-17,892,86.0
200627085091201,11,2020-01-10,2022-11-10,1035,71.0
200655085202401,36,2014-04-17,2023-11-10,3494,97.0
200700083504001,64,1994-04-01,2017-01-07,8317,72.0
200715081320001,40,1994-05-01,2023-01-04,10475,92.0
200715081320002,21,2012-11-05,2022-11-03,3650,102.0
200722084221801,17,1994-04-01,2023-11-10,10815,101.0
200722084221802,35,1996-11-01,2023-08-31,9799,127.5
200737075413501,25,2015-01-05,2023-01-12,2929,102.0
200737085062001,17,2018-08-31,2023-11-10,1897,71.0
200739083250401,2,2013-01-07,2023-08-31,3888,3888.0
200739083250402,46,1994-04-01,2023-04-30,10621,100.0
200800078190001,102,1994-01-12,2023-05-10,10710,102.0
200800078360901,51,2005-01-05,2023-05-10,6699,102.0
200808084002001,82,1994-04-01,2023-04-30,10621,85.0
200817086160601,24,2014-04-17,2023-08-31,3423,110.0
200832086111501,83,1994-04-01,2015-01-07,7586,72.0
200836086155501,17,1994-04-01,2014-01-07,7221,92.0
200848073340601,35,2013-05-15,2023-05-10,3647,97.0
200927084452701,84,1994-04-01,2020-11-30,9740,92.0
200934084250501,2,2023-04-30,2023-08-31,123,123.0
200952083365001,14,2014-01-07,2017-11-07,1400,100.0
200954079085301,108,1994-01-08,2023-02-06,10621,102.0
201006077073201,35,2013-01-05,2023-01-09,3656,91.5
201012077041101,36,2013-01-05,2023-01-09,3656,92.0
201015085164001,117,1994-04-01,2023-01-10,10511,84.5
201022085403201,37,2013-01-07,2023-01-10,3655,98.5
201029076572501,23,2016-05-15,2022-11-30,2390,92.0
201032085381801,37,2013-01-07,2023-01-10,3655,94.0
201042085541201,76,1994-04-01,2017-01-07,8317,100.0
201050085420501,33,2014-04-17,2023-01-10,3190,94.0
201058075411301,26,2015-01-05,2023-01-12,2929,92.0
201100085230001,96,1994-04-01,2017-04-17,8417,84.0
201130072450001,113,1994-05-01,2023-05-30,10621,92.0
201157083543001,98,1994-04-01,2023-11-10,10815,72.0
201209084584701,39,2013-01-07,2023-11-10,3959,98.5
201225072531001,108,1994-01-13,2022-11-30,10548,92.0
201230079553001,106,1994-01-10,2023-02-06,10619,102.0
201301085510301,5,2013-01-07,2014-01-07,365,86.0
201317086321401,13,2016-04-17,2019-08-31,1231,110.0
201350082120001,31,2003-05-15,2014-08-25,4120,102.0
201352082562901,32,2014-04-17,2024-01-10,3555,91.0
201410086210001,86,1994-04-01,2015-08-27,7818,92.0
201450082340501,90,1994-04-01,2017-04-17,8417,92.0
201458083281001,61,1994-04-01,2012-01-07,6490,96.0
201501085482401,23,2016-04-17,2023-01-10,2459,110.0
201503075461301,25,2015-11-05,2023-01-12,2625,92.0
201503085521801,7,2016-04-17,2018-04-30,743,91.0
201506085510601,4,2013-04-17,2014-04-17,365,132.0
201510084582201,44,2011-04-17,2023-11-10,4590,100.0
201514085495001,35,2013-04-17,2023-01-10,3555,95.5
201525085490901,31,2013-04-17,2023-01-10,3555,100.0
201529085495101,9,2013-04-17,2017-04-17,1461,86.0
201530072530001,78,2001-08-25,2022-11-10,7747,102.0
201535085472001,91,1994-04-01,2017-04-17,8417,78.0
201537075512401,28,2015-01-05,2023-01-12,2929,92.0
201537085433101,35,2013-04-17,2023-01-10,3555,95.5
201545077244501,43,2000-01-05,2022-08-30,8273,111.0
201551085490401,33,2013-04-17,2023-01-10,3555,95.5
201554085103001,120,1994-04-01,2023-08-31,10744,90.0
201555085501901,7,2013-04-17,2017-04-17,1461,116.0
201557085491601,35,2013-04-17,2023-01-10,3555,95.5
201558085481901,7,2006-04-17,2013-01-07,2457,254.5
201600075460002,67,1999-11-05,2023-01-12,8469,102.0
201600076080001,82,1994-01-05,2019-01-10,9136,102.0
201602085475901,16,2013-04-17,2017-08-27,1593,100.0
201615085510201,35,2013-04-17,2023-01-10,3555,95.5
201634082500102,4,2022-08-31,2024-01-10,497,132.0
201643082463301,38,2013-01-07,2024-01-10,4020,90.0
201658085495201,14,2013-04-17,2017-01-07,1361,72.0
201700085174001,8,2006-04-17,2013-01-07,2457,305.0
201700086180001,118,1994-04-01,2024-01-10,10876,90.0
201735082454501,67,1994-04-01,2013-01-07,6856,88.0
201738086082301,33,2014-01-07,2024-01-10,3655,100.0
201740082453701,40,2013-04-17,2024-01-10,3920,91.0
201742085495501,17,2013-04-17,2017-04-17,1461,86.0
201749082463401,26,2016-08-27,2024-01-10,2692,91.0
201749086080901,36,2013-01-07,2024-01-10,4020,97.0
201806084083201,3,2023-01-10,2023-08-31,233,116.5
201815086011801,84,1994-04-01,2015-01-07,7586,72.0
201817083173001,36,2014-01-07,2024-01-10,3655,100.0
201824078510501,40,2011-08-25,2023-02-06,4183,92.0
201830074393001,109,1994-01-18,2023-01-26,10600,91.5
201830079050001,113,1994-01-08,2023-02-06,10621,90.5
201831086270901,1,2017-08-27,2017-08-27,0,
201840082412102,7,1994-04-01,2013-01-07,6856,152.5
201846082414101,3,1996-11-01,2013-01-07,5911,2955.5
201859084174601,90,1994-04-01,2023-11-10,10815,84.0
201912086313801,17,1994-04-01,2014-01-07,7221,92.0
201923086343501,9,2013-01-07,2015-01-07,730,86.0
201940077095001,108,1994-01-18,2023-01-09,10583,92.0
201944084511301,17,2016-04-17,2021-01-10,1729,103.5
201948085540301,34,2013-04-17,2023-01-10,3555,91.0
202000076563001,113,1994-01-13,2023-01-09,10588,90.5
202006077144501,24,2013-01-05,2020-01-10,2561,102.0
202012086031801,2,2023-01-10,2024-01-10,365,365.0
202029084553601,29,2015-01-07,2023-11-10,3229,98.5
202035085471001,57,2007-08-27,2023-01-10,5615,94.0
202055085533301,109,1994-04-01,2023-01-10,10511,84.5
202101073032801,1,2023-05-30,2023-05-30,0,
202101084571101,41,2013-04-17,2023-11-10,3859,72.0
202103084150801,66,1994-04-01,2023-08-31,10744,72.0
202120084072201,4,2016-08-27,2017-08-27,365,72.0
202120084072202,82,1994-08-01,2023-11-10,10693,72.0
202122084071801,68,1994-04-01,2023-04-30,10621,72.0
202123084581101,9,2015-01-07,2017-01-07,731,86.0
202130073020001,74,1994-05-01,2022-08-30,10348,92.0
202130085113001,105,1994-04-01,2020-08-25,9643,84.5
202134084482701,33,2014-11-07,2023-11-10,3290,98.5
202137073183201,1,2023-05-30,2023-05-30,0,
202138085013601,21,2013-04-17,2019-04-30,2204,100.5
202140084585101,36,2014-04-17,2023-11-10,3494,97.0
202145072583001,115,1994-05-01,2023-05-30,10621,92.0
202157073104801,9,2016-05-15,2021-11-30,2025,116.0
202200073103001,93,1994-05-01,2023-05-30,10621,92.0
202204085082001,26,2016-04-17,2023-11-10,2763,100.0
202218084465901,36,2014-01-07,2023-11-10,3594,100.0
202224085014501,17,2014-04-17,2019-04-30,1839,100.0
202225082420301,120,1994-04-01,2024-01-10,10876,90.0
202248085063301,40,2013-01-07,2023-08-31,3888,100.0
202249072541601,33,2013-05-15,2023-05-30,3667,97.0
202253082491101,4,2023-01-10,2024-01-10,365,71.0
202300082411201,28,2016-04-17,2024-01-10,2824,91.0
202305085013001,11,2014-04-17,2016-11-07,935,86.0
202308084104701,86,1994-04-01,2023-11-10,10815,85.0
202358085024201,4,2016-04-17,2017-01-07,265,72.0
202500085211201,4,2002-08-27,2013-11-07,4090,1257.0
202503085204501,114,1994-04-01,2023-08-31,10744,90.0
202505084132801,3,2023-01-10,2023-08-31,233,116.5
202511078573001,40,2011-08-25,2023-02-06,4183,92.0
202518085524501,9,2013-01-07,2015-01-07,730,86.0
202527086290301,58,1998-04-17,2015-01-07,6109,100.0
202537082543301,36,2014-01-07,2024-01-10,3655,100.0
202545078421501,20,1999-11-05,2014-08-25,5407,133.0
202552085523101,39,2013-04-17,2023-08-31,3788,98.5
202552085530501,110,1994-04-01,2022-01-30,10166,84.0
202554085531101,12,2013-04-17,2016-01-07,995,72.0
202616077241301,34,2013-01-05,2023-01-09,3656,92.0
202626084242301,19,2018-08-31,2023-11-10,1897,94.0
202645077241501,69,1994-01-18,2015-01-05,7657,102.0
202651072575101,1,2023-05-30,2023-05-30,0,
202711086270701,35,2013-01-07,2023-01-10,3655,98.5
202721084162701,2,2023-01-10,2023-04-30,110,110.0
202738085540001,30,2013-04-17,2023-08-31,3788,110.0
202749072550501,74,1994-05-01,2022-08-30,10348,92.0
202750086281501,20,1994-04-01,1997-01-07,1012,61.0
202800073093001,98,1994-05-01,2022-08-30,10348,102.0
202820083053701,36,2014-01-07,2024-01-10,3655,91.0
202827078404101,32,2011-08-25,2023-01-19,4165,130.0
202900077290001,103,1994-01-18,2022-11-30,10543,97.0
202930080223001,75,1994-01-09,2023-03-01,10643,76.0
202930082551201,40,2013-01-07,2024-01-10,4020,91.0
202933074021801,17,2017-05-15,2023-01-26,2082,92.0
202938085403701,70,1994-04-01,2023-08-31,10744,100.0
202943085552401,29,2013-04-17,2021-11-30,3149,100.0
202945085545201,39,2013-01-07,2023-08-31,3888,98.5
202950086080001,28,1995-01-07,2015-04-17,7405,100.0
202952085552201,34,2013-04-17,2022-04-30,3300,97.0
203005082402201,7,2002-11-07,2023-01-10,7369,781.0
203005082402202,51,1994-04-01,2023-11-10,10815,92.0
203006086252001,89,1994-04-01,2017-08-27,8549,88.5
203010082482701,98,1994-04-01,2024-01-10,10876,100.0
203010086271501,23,2008-01-07,2023-01-10,5482,95.0
203010086271502,20,2013-01-07,2023-01-10,3655,90.0
203011086200501,33,2014-01-07,2023-08-31,3523,100.5
203020084160901,3,2023-01-10,2023-08-31,233,116.5
203020086233901,37,2013-01-07,2023-01-10,3655,94.0
203020086242501,2,2013-11-07,2014-11-07,365,365.0
203025074541001,97,1994-05-28,2023-01-20,10464,102.0
203029086210801,26,2016-04-17,2023-04-30,2569,97.0
203030084090601,84,1994-04-01,2023-11-10,10815,72.0
203031077350501,27,2011-08-25,2019-11-10,2999,102.0
203036086213601,36,2014-01-07,2023-08-31,3523,100.0
203044086241101,19,2014-04-17,2019-04-30,1839,100.5
203046086241201,6,2016-04-17,2017-08-27,497,100.0
203049086290801,37,2013-04-17,2023-08-31,3788,98.5
203100073171501,103,1994-08-01,2023-05-30,10529,92.0
203104075561101,26,2015-01-05,2022-11-30,2886,92.0
203108086222601,39,2013-01-07,2023-08-31,3888,100.0
203121086240401,30,2014-04-17,2023-08-31,3423,101.0
203124086263101,33,2014-04-17,2023-08-31,3423,95.5
203129078490802,27,2011-08-25,2023-01-19,4165,130.0
203151073094501,35,2013-05-15,2023-05-30,3667,94.5
203200078230001,11,1994-01-06,1996-08-09,946,87.0
203224086251202,10,2021-01-10,2023-08-31,963,91.0
203300080160001,106,1994-01-09,2023-05-10,10713,92.0
203320074205501,62,1996-01-05,2023-01-26,9883,102.0
203328085592201,112,1994-04-01,2023-08-31,10744,84.0
203340086112001,86,1994-04-01,2015-01-07,7586,72.0
203414086242701,20,1994-04-01,2015-01-07,7586,92.0
203419086303001,26,2016-04-17,2023-08-31,2692,110.0
203420086335301,27,2016-04-17,2023-08-31,2692,98.5
203423086423901,65,1994-04-01,2015-01-07,7586,84.5
203423086425301,27,2016-04-17,2023-08-31,2692,98.5
203442085354801,109,1994-04-01,2023-01-10,10511,91.5
203453086334201,87,1994-04-01,2014-11-07,7525,78.0
203500080451501,48,1994-05-01,2021-11-30,10075,72.0
203500086233001,66,1994-04-01,2015-01-07,7586,84.0
203502080450001,31,1999-01-05,2009-08-25,3885,102.0
203503086335701,46,1995-01-07,2023-01-10,10230,100.0
203504086232701,27,2016-04-17,2023-08-31,2692,98.5
203510073135201,1,2023-05-30,2023-05-30,0,
203545081393001,31,1994-05-01,2000-11-05,2380,75.0
203657086235501,6,2012-11-07,2014-01-07,426,72.0
203700078430001,104,1994-01-06,2023-01-19,10605,86.0
203700079520001,113,1994-01-08,2023-02-06,10621,92.0
203709083253501,29,2014-11-07,2024-01-10,3351,100.5
203719081265701,1,2023-01-04,2023-01-04,0,
203720081263301,41,2013-05-15,2023-01-04,3521,73.5
203750077510801,66,2005-05-15,2023-03-02,6500,92.0
203754079032801,108,1994-01-05,2023-01-19,10606,88.0
203755078363501,69,1994-01-06,2012-11-05,6878,102.0
203800073054501,113,1994-05-01,2023-08-30,10713,92.0
203800074241501,108,1994-01-09,2022-11-30,10552,102.0
203800074264101,28,2014-08-25,2022-11-30,3019,92.0
203800074323001,85,1994-01-09,2016-05-15,8162,84.5
203820078575001,113,1994-01-05,2023-01-19,10606,91.5
203830081045001,98,1994-05-01,2022-05-22,10248,92.0
203846081281801,36,2013-05-15,2023-01-04,3521,75.0
203854081001302,6,2019-05-22,2022-11-05,1263,228.0
203922085172801,78,1994-04-01,2013-01-07,6856,72.0
203944075190901,33,2012-11-05,2023-01-20,3728,102.0
204015085403501,95,1994-04-01,2023-01-10,10511,72.0
204019075133201,25,2015-11-05,2023-01-20,2633,92.0
204034086382001,50,1994-04-01,2023-08-31,10744,97.0
204121073093201,17,2016-05-15,2023-08-30,2663,94.5
204130075484501,103,1994-05-27,2022-01-30,10110,92.0
204200082081001,77,1994-05-01,2014-08-25,7421,102.0
204215083080501,43,1995-01-01,2023-04-30,10346,101.0
204224083090301,27,2014-11-07,2022-11-10,2925,100.5
204224083091001,7,2013-01-07,2023-11-10,3959,116.0
204226078434301,37,2013-01-05,2023-01-19,3666,92.0
204233083050701,32,2013-01-07,2024-01-10,4020,91.0
204238082490401,32,2013-04-17,2024-01-10,3920,91.0
204250083262701,73,1994-04-01,2010-11-07,6064,78.0
204300077351001,98,1994-01-19,2023-01-09,10582,102.0
204308082351301,40,2013-01-07,2024-01-10,4020,100.0
204325083313501,118,1994-04-01,2024-01-10,10876,85.0
204330073090001,112,1994-05-01,2023-08-30,10713,92.0
204330074183001,82,1994-01-09,2023-01-26,10609,102.0
204332078190101,25,2015-08-25,2022-08-30,2562,92.0
204333078350601,36,2011-01-05,2023-01-19,4397,102.0
204345081120001,115,1994-08-01,2023-01-04,10383,83.0
204345083334801,117,1994-04-01,2024-01-10,10876,100.0
204350075060001,90,1997-05-15,2023-01-20,9381,92.0
204405079533001,59,1999-11-05,2023-08-10,8679,102.0
204425085305001,91,1994-04-01,2015-11-07,7890,72.0
204430079330001,93,1994-01-18,2018-05-29,8897,73.0
204442083372501,118,1994-04-01,2024-01-10,10876,90.0
204443079041101,28,2015-05-15,2023-01-10,2797,97.0
204447082355001,28,2014-01-07,2024-01-10,3655,110.0
204450075161801,34,2013-01-05,2023-01-20,3667,92.0
204518077553301,35,2013-01-05,2023-03-02,3708,97.0
204524082321001,1,2017-04-17,2017-04-17,0,
204546085252801,41,2011-04-17,2023-01-10,4286,98.5
204601082325301,1,2017-04-17,2017-04-17,0,
204619073111001,8,2016-05-15,2020-11-30,1660,97.0
204704080370401,13,2006-05-15,2009-08-25,1198,87.0
204724079575301,25,2015-11-05,2023-01-25,2638,94.5
204725082321401,14,2014-01-07,2019-01-10,1829,123.0
204752085185001,27,2011-04-17,2018-08-31,2693,100.0
204824075581301,25,2015-11-05,2023-01-20,2633,92.0
204839082122902,11,2019-01-02,2024-01-01,1825,118.0
204845073093001,98,1994-05-01,2023-08-30,10713,92.0
204845082123001,50,1994-05-01,2007-01-05,4632,102.0
204900077580001,111,1994-01-10,2023-03-02,10643,92.0
204900078081501,34,2011-08-25,2023-03-02,4207,102.0
204902077420801,17,2011-08-25,2017-11-05,2264,87.0
204915070513001,40,1994-08-01,2023-05-30,10529,130.0
204915074444501,103,1994-01-07,2023-05-10,10715,96.0
204915081032601,117,1994-05-01,2023-01-04,10475,75.0
204915081032602,16,2012-11-05,2022-11-07,3654,130.0
204920080012001,105,1994-01-13,2021-08-31,10092,91.5
204923081152901,24,2014-11-05,2023-01-04,2982,91.0
204930074360001,108,1994-01-07,2023-05-10,10715,102.0
204930074490001,109,1994-01-06,2023-05-10,10716,96.0
204938082292201,22,2017-08-27,2024-01-10,2327,110.0
204941082404001,37,2014-01-07,2024-01-10,3655,95.5
204943073032701,35,2013-05-15,2023-08-30,3759,97.0
204950082421001,62,1994-04-01,2013-01-07,6856,100.0
205000080443001,25,2008-05-15,2023-01-04,5347,109.0
205008079462401,30,2015-05-15,2023-08-10,3009,92.0
205014073171601,35,2013-05-15,2023-08-30,3759,99.5
205040085512601,110,1994-04-01,2023-01-10,10511,100.0
205110075060001,61,1994-05-28,2014-05-15,7292,94.0
205145072540001,104,1994-08-01,2023-08-30,10621,92.0
205145082315601,27,2016-04-17,2024-01-10,2824,95.5
205154086351201,95,1994-04-01,2024-04-30,10987,84.5
205155082103701,18,2014-11-05,2024-01-01,3344,102.0
205212071030401,30,2013-05-15,2022-11-10,3466,92.0
205257075064701,36,2012-11-05,2023-01-20,3728,92.0
205300074570001,49,1994-01-09,2005-08-25,4246,86.0
205303085501202,37,2012-11-07,2023-01-10,3716,94.0
205304085500301,34,2013-04-17,2022-11-10,3494,100.0
205322082304201,5,2011-08-27,2013-01-07,499,66.5
205322082304202,10,1994-04-01,1996-11-01,945,92.0
205407070310501,69,1994-05-01,2023-05-30,10621,102.0
205415074460001,42,2011-01-05,2023-05-10,4508,92.0
205426078172401,22,2016-11-05,2023-01-19,2266,92.0
205427074355401,29,2014-08-25,2023-05-10,3180,97.0
205429077422601,27,2013-05-15,2023-03-02,3578,102.0
205430071213701,30,2013-05-15,2022-08-30,3394,97.0
205435079562501,111,1994-01-19,2023-01-25,10598,92.0
205450085353501,77,1999-08-27,2023-01-10,8537,100.0
205450085353601,32,2011-04-17,2023-01-10,4286,97.0
205455085475501,112,1994-04-01,2022-11-10,10450,91.0
205508086265201,76,1994-04-01,2024-04-30,10987,100.0
205516086310801,91,1994-04-01,2015-11-07,7890,72.0
205516086311301,8,2014-01-07,2015-11-07,669,100.0
205518086311401,7,2016-04-17,2019-04-30,1108,132.0
205519086311601,28,2016-04-17,2024-04-30,2935,110.0
205525073140001,89,1997-11-05,2023-05-30,9337,102.0
205525074223801,24,2016-01-05,2023-05-10,2682,92.0
205528083221901,8,2020-01-10,2022-11-10,1035,110.0
205530080152001,65,1994-01-13,2020-11-30,9818,102.0
205545085324001,42,2011-04-17,2023-01-10,4286,97.0
205553085325701,100,1994-04-01,2023-01-10,10511,84.0
205558085323001,15,2002-08-27,2018-01-10,5615,116.0
205700072560001,54,2000-11-05,2018-05-30,6415,102.0
205700079130001,15,2017-08-25,2023-01-10,1964,113.5
205700080230001,58,1997-11-05,2022-01-30,8852,102.0
205711070202001,32,2005-01-05,2014-05-15,3417,102.0
205715078273901,36,2013-01-05,2023-01-19,3666,92.0
205729072560601,34,2013-05-15,2023-08-30,3759,102.0
205741078220601,34,2013-01-05,2023-01-19,3666,102.0
205745071260001,91,1994-05-01,2020-01-10,9385,92.0
205800074463001,105,1994-01-09,2022-11-30,10552,92.0
205811086402301,10,2002-08-27,2013-01-07,3786,265.0
205811086402302,1,2013-01-07,2013-01-07,0,
205814086225101,3,2023-01-10,2023-08-31,233,116.5
205900074190002,105,1995-08-26,2023-05-10,10119,92.0
205916075340901,26,2015-05-15,2023-01-20,2807,92.0
205930075230001,104,1994-05-28,2023-01-20,10464,92.0
205941075340901,25,2015-01-05,2023-01-20,2937,92.0
210000081460001,4,2016-05-15,2017-01-05,235,72.0
210007083263001,16,2014-04-17,2020-01-10,2094,110.0
210030072444501,50,1994-05-01,2006-11-05,4571,78.0
210032070433301,24,2013-01-05,2022-11-10,3596,102.0
210042081171301,18,2015-05-15,2023-01-04,2791,102.0
210044083242501,35,2014-01-07,2024-01-10,3655,100.5
210045071323001,80,1994-08-01,2019-05-30,9068,102.0
210054079213701,29,2015-05-15,2023-01-10,2797,92.0
210100071165001,110,1994-05-01,2023-05-30,10621,92.0
210100077420001,112,1994-01-08,2023-03-02,10645,92.0
210127086232701,3,2023-01-10,2023-08-31,233,116.5
210135086324001,35,2013-01-07,2023-04-30,3765,100.0
210145082385602,10,1994-04-01,1996-11-01,945,92.0
210148080521401,5,2013-01-05,2014-01-05,365,87.0
210150075465501,105,1994-05-25,2022-11-30,10416,91.5
210200082243001,110,1994-05-01,2023-01-04,10475,91.0
210200082243002,15,2012-11-05,2023-01-04,3712,93.5
210200082243003,18,2012-11-05,2023-01-04,3712,96.0
210218086340501,103,1994-04-01,2024-04-30,10987,100.0
210231073192401,36,2013-05-15,2023-05-30,3667,92.0
210300073160001,112,1994-05-01,2023-05-30,10621,92.0
210330081442001,36,2012-11-05,2024-01-01,4074,91.0
210330081442002,38,2012-11-05,2024-01-01,4074,91.0
210330086370001,73,1994-04-01,2015-11-07,7890,100.0
210331077385101,37,2013-01-05,2023-03-02,3708,92.0
210345086300401,53,1999-08-27,2015-01-07,5612,100.0
210358079034001,35,2013-05-15,2023-01-10,3527,97.0
210400074095001,105,1994-01-07,2022-11-30,10554,92.0
210400079500001,3,2022-08-30,2023-01-19,142,71.0
210400080090001,105,1994-01-13,2021-08-31,10092,93.5
210400081163001,84,1994-05-01,2023-01-04,10475,92.0
210400081163003,9,2012-11-05,2022-11-06,3653,87.0
210400081260501,11,2012-11-05,2023-01-04,3712,162.0
210401082174201,13,2014-11-05,2022-05-25,2758,141.5
210404080403401,22,2013-05-15,2021-01-10,2797,102.0
210409083140301,78,1994-04-01,2013-01-07,6856,72.0
210410077190401,9,2015-01-05,2023-03-02,2978,152.0
210412084241501,26,2014-11-07,2025-01-10,3717,103.0
210417083003501,69,1994-04-01,2013-01-07,6856,72.0
210420080411401,9,2019-01-08,2022-11-10,1402,104.5
210450070103501,114,1994-05-01,2023-05-30,10621,92.0
210456080441702,34,2013-01-05,2022-11-09,3595,97.0
210458080381801,29,2014-11-05,2023-01-04,2982,88.5
210500079590001,112,1994-01-19,2023-08-10,10795,92.0
210500080351501,105,1994-05-01,2023-01-04,10475,93.5
210505082180201,32,2012-11-05,2022-11-07,3654,96.0
210510080593701,24,2015-05-15,2022-01-30,2452,97.0
210510082110101,17,2019-08-24,2022-11-05,1169,66.0
210519082070101,24,2016-11-05,2023-01-04,2251,91.0
210527082133201,3,2017-05-15,2020-11-30,1295,647.5
210530072433001,109,1994-05-01,2023-08-30,10713,92.0
210530072523001,98,1994-05-01,2023-08-30,10713,102.0
210530082133001,72,1994-05-01,2020-01-10,9385,92.0
210530086313201,3,2023-01-10,2023-08-31,233,116.5
210556082141001,13,2014-11-05,2021-11-30,2582,94.5
210627082054401,25,2012-11-05,2022-11-07,3654,102.0
210627082054402,28,2012-11-05,2022-11-06,3653,102.0
210630073234501,15,2019-01-10,2023-05-30,1601,92.0
210630081022601,80,1999-11-05,2023-01-04,8461,93.0
210630081022602,39,2012-11-05,2023-01-04,3712,86.5
210630082054501,66,1994-05-01,2020-11-30,9710,78.0
210630082054502,41,2012-11-05,2023-01-04,3712,84.0
210630082281501,115,1994-05-01,2023-01-04,10475,89.0
210635083503001,115,1994-08-01,2024-01-10,10754,87.5
210700077030001,21,1994-01-08,2004-05-15,3780,114.5
210705078220801,87,1997-08-25,2022-11-30,9228,96.5
210716081303801,32,2014-11-05,2023-01-04,2982,85.0
210716081335701,31,2014-11-05,2023-01-04,2982,88.5
210719078222301,23,2011-11-05,2023-01-19,4093,130.0
210730070063001,53,2000-05-15,2023-05-30,8415,102.0
210730079403001,39,2013-01-05,2023-08-10,3869,92.0
210732080424101,27,2013-05-15,2020-08-25,2659,98.5
210735079062001,62,2005-05-15,2023-01-10,6449,97.0
210742078430101,27,2015-11-05,2023-01-10,2623,92.0
210746078425401,8,2011-08-25,2014-01-05,864,72.0
210748083335801,95,1994-08-01,2024-01-10,10754,84.5
210800079560001,107,1994-01-19,2023-08-10,10795,92.5
210810083410101,24,2016-04-17,2024-01-10,2824,110.0
210815071393001,90,1994-08-01,2023-05-30,10529,102.0
210820075581001,107,1994-05-30,2023-01-20,10462,92.0
210907086262101,3,2023-01-10,2023-08-31,233,116.5
210950073465001,101,1995-08-26,2023-05-10,10119,97.0
211000070160001,113,1994-05-01,2023-05-30,10621,92.0
211000077180002,60,2001-05-15,2023-03-02,7961,102.0
211000078260001,109,1994-01-10,2023-01-19,10601,92.0
211000081324501,112,1994-05-01,2023-01-04,10475,87.0
211001081124101,29,2014-11-05,2023-01-04,2982,94.0
211003079340001,112,1994-01-11,2023-08-10,10803,92.0
211007081090001,24,2015-11-05,2023-01-04,2617,91.0
211014078364001,34,2013-01-05,2023-01-10,3657,97.0
211015084095001,76,2003-11-07,2024-08-27,7599,100.0
211018083364501,77,1994-04-01,2013-01-07,6856,72.0
211032080103401,37,2013-01-05,2023-01-25,3672,92.0
211045080001501,110,1994-01-19,2023-01-19,10592,92.0
211055083544501,80,1994-04-01,2025-01-10,11242,92.0
211100074410001,108,1994-01-09,2023-05-10,10713,92.0
211209078595301,39,2011-08-25,2023-01-10,4156,102.0
211210079473401,111,1994-01-19,2023-01-19,10592,90.5
211230077044502,31,2012-11-05,2022-01-30,3373,97.0
211232086234001,117,1994-04-01,2024-04-30,10987,90.5
211245081544101,13,2012-11-05,2023-01-04,3712,94.5
211252073580401,31,2014-05-15,2023-05-10,3282,97.0
211305077563801,1,2015-05-15,2015-05-15,0,
211308078420802,17,2016-08-25,2023-01-10,2329,125.0
211310080493201,9,2017-05-15,2020-08-25,1198,88.0
211315070032001,113,1994-08-01,2023-05-30,10529,92.0
211324082151601,27,2012-11-05,2023-01-04,3712,81.5
211324082151602,25,2012-11-05,2023-01-04,3712,102.0
211325070110001,29,1994-08-01,2001-11-05,2653,72.0
211330071244001,106,1994-05-01,2023-05-30,10621,92.0
211333079225201,27,2015-05-15,2023-01-10,2797,94.5
211333082150101,36,2013-05-15,2023-01-04,3521,80.0
211340079041002,19,2013-08-25,2021-01-10,2695,116.0
211342080481401,12,2018-01-18,2023-01-04,1812,118.0
211400071120001,100,1994-05-01,2023-05-30,10621,92.0
211400071150001,106,1994-05-01,2022-11-10,10420,102.0
211410083293601,22,2017-04-17,2024-01-10,2459,110.0
211430075103001,101,1994-05-24,2022-11-30,10417,90.5
211450076020401,44,2005-01-05,2016-11-05,4322,102.0
211557071202001,25,2014-08-25,2022-11-10,2999,96.5
211557078424602,24,2016-08-25,2023-01-10,2329,92.0
211559077055801,25,2014-08-25,2023-03-02,3111,97.0
211600070123001,106,1994-05-01,2023-05-30,10621,92.0
