variant,cohort,h,n,crps,pinball,picp_0.5,picp_0.8,picp_0.9,mpiw_0.9,ace_0.9,winkler_0.9,picp_0.95
prob_climatology,national,1,13647,1.6345167401959264,0.8172583700979631,0.4026525976405071,0.6645416575071444,0.7631713929801421,6.957529533841629,-0.13682860701985788,14.763865351176522,0.8138052319191031
prob_climatology,national,2,12331,1.7283077175601465,0.8641538587800733,0.39534506528262103,0.6535560781769524,0.7516016543670424,7.177206439345411,-0.14839834563295762,15.64911886190735,0.8043954261617062
prob_climatology,national,3,10954,1.7366411850163412,0.8683205925081707,0.3773963848822348,0.6490779623881687,0.7515062990688333,7.057759584280753,-0.14849370093116676,15.62747611379643,0.806189519810115
prob_climatology,national,4,16566,1.6683139329506254,0.8341569664753127,0.3968972594470602,0.6611734878667149,0.7586019558131112,7.047566512676893,-0.14139804418688884,15.03313336159737,0.8090667632500301
prob_climatology,igp,1,940,2.0840553182479047,1.0420276591239523,0.31382978723404253,0.5308510638297872,0.6234042553191489,6.1409136187926086,-0.27659574468085113,20.22737101271167,0.6893617021276596
prob_climatology,igp,2,963,2.183301673752132,1.091650836876066,0.3094496365524403,0.5233644859813084,0.616822429906542,6.185910873091664,-0.283177570093458,21.389249032722024,0.6770508826583593
prob_climatology,igp,3,777,2.236881830177396,1.1184409150886978,0.29987129987129985,0.5083655083655083,0.6036036036036037,6.127578526815131,-0.29639639639639637,22.853064715215417,0.6628056628056628
prob_climatology,igp,4,1225,2.14009712272331,1.0700485613616548,0.30775510204081635,0.5224489795918368,0.6155102040816327,6.210634487137636,-0.2844897959183673,21.053713085399956,0.6751020408163265
