station_id,n_train,tau_well,is_igp
111019075521301,12,3.8400000000000003,False
111030075513002,77,3.2620000000000005,False
111030075513003,14,3.9120000000000004,False
111045076453001,42,19.765,False
111105077163001,39,18.264000000000003,False
111140077464501,10,8.780999999999999,False
111225076593201,30,27.75,False
111228077113001,22,22.532999999999998,False
111300078102001,90,9.819000000000003,False
111312078100001,67,12.394,False
111330077063001,61,23.15,False
111330077263701,61,11.55,False
111400077063001,32,22.917,False
111400077063002,23,28.524,False
111445077124501,87,3.4040000000000004,False
111500077543001,64,8.940000000000001,False
111600077520001,90,10.613999999999999,False
111600077583001,63,9.96,False
111600079371501,77,4.984,False
111610077245001,89,29.227999999999998,False
111630079325001,66,7.465,False
111645077244501,62,31.32,False
111715078041501,62,8.545,False
111715078050501,43,36.16000000000001,False
111722077100901,28,23.130000000000003,False
111745077075501,48,11.729000000000003,False
111800078093001,32,13.222000000000008,False
111900077543001,26,21.15,False
112000078050001,72,16.779999999999998,False
112230078470001,43,8.450000000000003,False
112500076193001,85,7.28,False
112500076193002,10,9.548,False
112600076515001,75,18.19,False
112700075530001,85,2.688,False
112710075481001,62,8.334999999999999,False
112730075463001,92,3.6,False
112730077264501,92,9.654,False
112800076364501,65,2.9480000000000004,False
112817075385201,14,3.9990000000000006,False
112852075585303,22,3.896,False
112900077090001,28,2.367,False
112900077285001,24,12.965,False
112905077413001,65,7.67,False
112919075384901,93,6.944,False
112950077141001,66,14.3,False
113010077145001,84,11.020000000000001,False
113015077243001,91,10.7,False
113100078203001,5,12.59,False
113100079201501,25,45.404,False
113100079201502,16,41.655,False
113107079221101,82,4.473000000000002,False
113115079210001,58,63.522000000000105,False
113215078084501,41,9.59,False
113215079323001,75,15.500000000000018,False
113230079343001,70,27.26,False
113329079400201,14,39.061,False
113330078053001,20,15.637,False
113330079290001,14,5.005,False
113330079290002,16,5.96,False
113345079353001,65,7.096,False
113345079353002,15,6.4159999999999995,False
113400077540001,61,8.55,False
113400077541501,34,17.524,False
113410078042001,19,17.561999999999998,False
113415078110001,42,20.743999999999993,False
113430079100001,65,10.388,False
113500077473001,65,12.746,False
113500078453001,87,10.558000000000002,False
113502077510001,38,5.569,False
113515078262501,84,29.250000000000004,False
113525078113501,56,20.555,False
113530077503001,26,4.075,False
113530078064101,18,17.46,False
113530078351001,60,50.467,False
113630079190001,76,4.98,False
113700079253001,5,104.232,False
113700079253002,11,63.0,False
113900079390001,12,63.48,False
113900079390002,57,60.034,False
113915079333001,22,23.525,False
114035076222503,9,4.584,False
114037076012801,63,4.900000000000001,False
114045076012401,20,5.354,False
114045076031001,16,9.635000000000002,False
114052076002401,60,2.5660000000000003,False
114052076002402,13,2.448,False
114052076002501,62,2.508,False
114056076122101,17,12.3,False
114126076074103,22,2.876,False
114126076152801,21,20.0,False
114142076153001,6,18.6,False
114142076153002,34,19.961,False
114156076080501,52,9.308,False
114222075381301,69,5.166,False
114239076044701,16,9.75,False
114240075323001,14,1.832,False
114254075343401,14,7.032,False
114312075380102,24,4.67,False
114312075380103,25,5.062,False
114312075401501,24,8.158,False
114312075420001,20,9.106,False
114330076080001,93,4.854,False
114350075565001,88,7.007999999999999,False
114400076144001,94,16.944,False
114403076042901,71,3.87,False
114406075411901,15,9.052,False
114410078510001,84,11.117,False
114430078580001,68,9.766,False
114435075341801,21,9.37,False
114455075291501,25,6.014,False
114500075344501,41,5.26,False
114506075344601,12,5.601,False
114558075321501,14,9.584,False
